TotalBsmtSF,ScreenPorch,PoolArea,BsmtFinSF2,LowQualFinSF,HalfBath,BsmtFinSF1,BedroomAbvGr,OpenPorchSF,BsmtHalfBath,house_Age,GarageCars,GrLivArea,WoodDeckSF,Fireplaces,LotFrontage,MasVnrArea,EnclosedPorch,2ndFlrSF,BsmtUnfSF,BsmtFullBath,3SsnPorch,LotArea,OverallCond,OverallQual,FullBath,KitchenAbvGr,SalePrice,MiscVal,MSSubClass,MSZoning,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,GarageType,MiscFeature,SaleType,SaleCondition,LotShape,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,Electrical,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,PavedDrive,PoolQC,Fence
990,0,0,0,0,0,686,3,0,1,14,2,990,0,0,57.0,0.0,0,0,304,0,0,9245,5,5,1,1,145000,0,20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Detchd,,WD,Normal,IR2,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,TA,Typ,,Unf,TA,Y,,
0,0,0,0,0,0,0,3,0,0,49,2,1771,0,1,100.0,75.0,0,0,0,0,0,21750,4,5,1,1,115000,0,20,RL,Lvl,Inside,Mitchel,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Slab,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,Fa,,,,,,TA,SBrkr,TA,Min1,TA,Unf,TA,Y,,GdPrv
0,0,0,0,0,0,0,2,0,0,64,1,930,0,0,60.0,0.0,0,0,0,0,0,11100,7,4,1,1,84900,0,20,RL,Low,Inside,Edwards,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,CBlock,GasA,Y,Detchd,,WD,Abnorml,Reg,Gtl,TA,TA,,,,,,Ex,SBrkr,Gd,Typ,,Unf,TA,Y,,
1302,0,0,0,0,0,0,3,22,0,0,2,1302,0,0,73.0,0.0,0,0,1302,0,0,8993,5,7,2,1,176485,0,20,RL,Lvl,Inside,Gilbert,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,New,Partial,IR1,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,SBrkr,Gd,Typ,,Fin,TA,Y,,
1316,0,0,0,0,0,0,3,20,0,0,2,1316,0,1,103.0,0.0,0,0,1316,0,0,11175,5,7,2,1,200141,0,20,RL,Lvl,Corner,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,New,Partial,IR1,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,SBrkr,Gd,Typ,Gd,Fin,TA,Y,,
816,0,0,0,0,1,442,4,52,1,43,2,1977,0,1,100.0,272.0,0,850,374,0,0,9500,6,6,1,1,165000,0,60,RL,Lvl,Corner,NAmes,Artery,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkCmn,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,SBrkr,TA,Typ,TA,RFn,TA,Y,,GdPrv
1216,0,0,0,0,0,383,4,78,0,53,1,1526,116,1,68.0,145.0,0,0,833,0,0,8562,6,5,1,1,144500,0,20,RL,Lvl,Inside,Edwards,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,Stone,CBlock,GasA,Y,Basment,,WD,Normal,Reg,Mod,TA,TA,TA,TA,Av,Rec,Unf,Ex,FuseA,TA,Min2,Gd,Unf,TA,Y,,
1065,0,0,0,0,1,932,3,60,0,4,2,1989,199,1,90.0,210.0,0,898,133,1,0,11367,5,8,2,1,255000,0,60,RL,Lvl,Corner,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,SBrkr,Gd,Typ,Gd,Fin,TA,Y,,
1193,189,0,0,0,0,644,3,0,1,32,2,1523,0,1,104.0,160.0,0,0,549,0,0,11361,5,6,2,1,180000,0,20,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,,COD,Abnorml,Reg,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,SBrkr,TA,Typ,TA,Fin,TA,Y,,MnPrv
1364,0,0,0,0,0,659,2,36,0,1,2,1364,192,1,43.0,240.0,0,0,705,1,0,7052,5,7,2,1,185850,0,120,RL,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,Y,,
973,0,0,0,0,1,595,3,98,0,15,2,1850,168,1,70.0,0.0,0,871,378,0,0,29959,6,7,2,1,248000,0,60,RL,Lvl,FR2,NoRidge,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,,PConc,GasA,Y,BuiltIn,,WD,Normal,IR2,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,Gd,Fin,TA,Y,,
1104,0,0,0,0,1,936,3,102,0,1,3,2184,0,1,96.0,154.0,0,1054,168,1,0,11308,5,9,2,1,335000,0,60,RL,Lvl,Inside,NridgHt,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Ex,TA,Ex,TA,Av,GLQ,Unf,Ex,SBrkr,Ex,Typ,Gd,Fin,TA,Y,,
854,0,0,557,0,1,297,3,0,0,75,2,1991,0,1,70.0,480.0,19,895,0,0,0,11275,7,6,1,1,220000,0,50,RL,HLS,Corner,Crawfor,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,Detchd,,WD,Normal,IR1,Mod,TA,TA,TA,TA,Mn,Rec,LwQ,TA,SBrkr,TA,Typ,Gd,Unf,TA,Y,,
1338,0,0,0,0,0,616,2,0,0,9,2,1338,0,0,41.0,0.0,170,0,722,1,0,4920,5,8,2,1,213500,0,120,RL,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,SBrkr,Gd,Typ,,Fin,TA,Y,,
894,0,0,0,0,0,0,2,20,0,73,3,894,0,0,120.0,0.0,0,0,894,0,0,18000,4,3,1,1,81000,560,30,C (all),Low,Inside,IDOTRR,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,CBlock,GasA,Y,Detchd,Shed,ConLD,Normal,Reg,Gtl,Fa,TA,TA,TA,No,Unf,Unf,TA,SBrkr,TA,Typ,,RFn,TA,Y,,
662,0,0,0,0,0,0,5,57,0,107,2,2337,0,0,85.0,0.0,0,915,662,0,0,13600,5,5,2,2,90000,0,190,RM,Lvl,Inside,OldTown,Norm,2fmCon,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,BrkTil,GasA,N,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,SBrkr,TA,Min2,,Unf,TA,Y,,
1103,0,0,0,0,0,397,2,120,0,81,2,1103,166,1,50.0,0.0,0,0,706,0,0,6000,6,6,1,1,110500,0,30,RM,Lvl,Inside,OldTown,Artery,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,BrkTil,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,Gd,TA,TA,No,BLQ,Unf,Gd,SBrkr,Gd,Typ,Gd,Unf,TA,Y,,MnPrv
1154,0,0,230,0,1,740,3,58,0,43,2,1154,0,1,70.0,200.0,0,0,184,0,0,11000,6,5,1,1,154000,0,20,RL,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,TA,TA,TA,TA,Mn,BLQ,Rec,Ex,SBrkr,TA,Typ,Po,RFn,TA,Y,,MnPrv
1306,0,0,0,0,1,1201,3,44,0,14,2,2260,296,0,80.0,0.0,0,954,105,1,0,14000,5,7,2,1,328000,0,60,RL,Lvl,Inside,ClearCr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Mod,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,
799,0,0,0,0,1,0,3,40,0,16,2,1571,0,1,59.0,0.0,0,772,799,0,0,7837,7,6,2,1,178000,0,60,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Gd,SBrkr,TA,Typ,TA,RFn,TA,Y,,
780,189,0,106,0,1,674,4,128,0,44,2,1611,328,0,80.0,360.0,0,813,0,1,0,9760,6,6,1,1,167900,0,60,RL,Lvl,Inside,NAmes,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Mod,TA,TA,TA,TA,Gd,GLQ,LwQ,TA,SBrkr,TA,Typ,,RFn,TA,Y,,
942,0,0,0,0,1,837,5,20,0,33,2,2521,728,1,42.0,0.0,0,1230,105,1,0,3964,4,6,2,1,151400,0,160,RM,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,Gd,SBrkr,TA,Maj1,Gd,Fin,TA,Y,,GdPrv
845,0,0,0,0,0,220,2,0,1,58,2,893,0,0,60.0,0.0,0,0,625,0,0,9600,7,5,1,1,135000,0,45,RL,Lvl,Inside,NAmes,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,,CBlock,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,SBrkr,Gd,Typ,,Unf,TA,Y,,
1048,192,0,0,0,0,586,3,20,0,51,1,1048,0,0,72.0,120.0,0,0,462,1,0,10152,5,5,1,1,135000,0,20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,SBrkr,TA,Typ,,Unf,TA,Y,,
727,0,0,0,0,1,298,4,0,0,41,2,1556,0,0,78.0,0.0,0,727,429,0,0,11700,6,6,1,1,154000,0,60,RL,Lvl,Inside,NWAmes,RRAn,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,SBrkr,TA,Typ,,Unf,TA,Y,,
810,0,0,0,0,0,0,4,0,1,58,1,1456,0,1,50.0,0.0,0,454,810,1,0,7585,3,5,1,1,91500,0,50,RL,Lvl,Inside,Edwards,Artery,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,CBlock,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,Fa,Fa,Mn,Unf,Unf,Fa,FuseA,TA,Typ,TA,Unf,TA,P,,
690,0,0,0,0,1,535,3,0,0,32,2,1426,252,0,75.0,140.0,0,728,155,0,0,7950,6,6,1,1,159500,0,60,RL,Bnk,Corner,Edwards,Norm,1Fam,2Story,Hip,CompShg,HdBoard,Plywood,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,SBrkr,TA,Typ,,Fin,TA,Y,,MnPrv
1240,0,0,0,0,0,0,2,93,0,1,3,1240,140,0,74.0,0.0,0,0,1240,0,0,8556,5,7,2,1,194000,0,20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,
800,0,0,0,0,1,410,3,0,0,67,1,1740,0,2,75.0,0.0,0,780,390,0,0,13125,6,7,1,1,219500,0,70,RL,Lvl,Inside,Crawfor,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,CBlock,GasA,Y,Attchd,,CWD,Normal,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,SBrkr,TA,Typ,Gd,Unf,TA,Y,,
796,0,0,0,0,0,626,3,21,1,70,2,1466,436,1,60.0,0.0,0,370,170,0,0,10800,8,5,2,1,170000,500,50,RL,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,CBlock,GasA,Y,Attchd,Shed,WD,Normal,Reg,Gtl,TA,TA,Fa,TA,No,ALQ,Unf,Gd,SBrkr,Gd,Min1,TA,Unf,TA,Y,,
1096,0,0,791,0,0,75,3,32,0,37,1,1096,240,0,70.0,0.0,0,0,230,1,0,15870,5,5,1,1,138800,0,20,RL,Lvl,Corner,NAmes,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Plywood,,CBlock,GasA,Y,Attchd,,WD,Abnorml,IR1,Gtl,TA,TA,TA,TA,Mn,BLQ,Rec,Ex,SBrkr,TA,Typ,,Fin,TA,Y,,
848,0,0,0,0,0,662,1,0,0,2,2,848,140,1,37.0,169.0,0,0,186,1,0,4435,5,6,1,1,155900,0,120,RM,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,Y,,
990,0,0,0,0,0,495,3,64,0,13,1,990,0,0,65.0,0.0,0,0,495,0,0,8775,5,5,1,1,126000,0,20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Gd,SBrkr,TA,Typ,,Unf,TA,Y,,
1258,0,0,0,0,0,656,3,0,1,37,2,1258,55,0,80.0,144.0,0,0,602,0,216,11040,7,6,2,1,145000,0,20,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,Attchd,,COD,Abnorml,Reg,Gtl,Gd,Gd,TA,TA,No,ALQ,Unf,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,
1040,0,0,0,0,1,824,3,0,0,47,1,1040,0,0,75.0,0.0,220,0,216,1,0,7500,5,5,1,1,133000,0,20,RL,Lvl,Corner,Sawyer,Feedr,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Fa,SBrkr,TA,Typ,,Fin,TA,Y,,MnPrv
1459,0,0,0,0,0,0,3,39,0,5,2,1459,192,1,70.0,100.0,0,0,1459,0,0,8749,5,7,2,1,192000,0,20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,Y,,
1251,0,0,0,0,0,553,3,116,0,42,1,1251,0,2,80.0,425.0,0,0,698,1,0,8800,6,6,1,1,160000,700,20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,Shed,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,SBrkr,TA,Typ,Gd,RFn,TA,Y,,MnPrv
691,0,0,0,0,1,592,3,44,0,11,2,1498,315,1,70.0,0.0,0,807,99,0,0,13031,5,6,2,1,187500,0,60,RL,Lvl,Corner,Gilbert,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,,PConc,GasA,Y,Attchd,,WD,Normal,IR2,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,Gd,SBrkr,TA,Typ,TA,Fin,TA,Y,,
936,0,0,0,0,0,747,2,0,0,18,2,996,120,0,73.0,0.0,0,0,189,1,0,9069,6,6,1,1,147000,0,85,RL,Lvl,Inside,SawyerW,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,Gd,TA,Av,GLQ,Unf,Ex,SBrkr,Gd,Typ,,Unf,TA,Y,,
546,0,0,0,0,1,334,3,96,0,37,1,1092,120,0,70.0,0.0,0,546,212,0,0,1974,5,4,1,1,83500,0,160,RM,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,SBrkr,TA,Typ,,RFn,TA,Y,,
1082,0,0,0,0,1,0,3,50,0,4,3,1953,160,1,85.0,0.0,0,871,1082,0,0,10574,5,8,2,1,252000,0,60,FV,Lvl,Inside,Somerst,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,Mn,Unf,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,Y,,
970,0,0,0,0,0,0,3,40,0,2,2,1709,0,0,24.0,50.0,0,739,970,0,0,2522,5,7,2,1,137500,0,160,RM,Lvl,Inside,Edwards,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,Gd,Maj1,,Unf,TA,Y,,
1247,0,0,0,0,1,1039,1,84,0,1,2,1247,0,1,37.0,0.0,0,0,208,1,0,3316,5,8,1,1,197000,0,120,FV,Lvl,Inside,Somerst,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,Gd,Fin,TA,Y,,
0,0,0,0,0,0,0,2,0,0,59,2,1040,0,0,60.0,0.0,0,0,0,0,0,8544,4,3,2,2,92900,0,90,RL,Lvl,Corner,NAmes,Norm,Duplex,1Story,Gable,CompShg,BrkFace,BrkFace,,Slab,Wall,N,Detchd,,WD,Normal,Reg,Gtl,TA,TA,,,,,,Fa,FuseA,TA,Typ,,Unf,TA,Y,,
600,0,0,0,0,1,510,2,48,0,9,2,1252,0,0,24.0,212.0,0,628,90,1,0,2160,5,7,2,1,160000,0,160,FV,Lvl,Inside,Somerst,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,No,BLQ,Unf,Ex,SBrkr,Gd,Typ,,Unf,TA,Y,,
1181,0,0,0,0,0,423,4,0,0,83,2,1694,342,1,60.0,0.0,128,304,758,0,0,8400,5,6,2,1,136500,0,50,RL,Bnk,Inside,SWISU,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,PConc,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Fa,SBrkr,TA,Typ,Gd,Unf,TA,Y,,
864,0,0,0,0,1,661,1,64,0,41,2,1200,0,0,71.0,166.0,0,0,203,1,0,9230,8,5,1,1,146000,0,20,RL,Lvl,Corner,NAmes,Feedr,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,Mn,GLQ,Unf,Gd,SBrkr,Gd,Typ,,Unf,TA,Y,,MnPrv
936,160,0,240,0,0,248,2,0,0,54,1,936,0,0,74.0,0.0,80,0,448,1,0,5868,7,5,1,1,129000,0,20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Rec,Ex,SBrkr,TA,Typ,,Fin,TA,Y,,
1314,0,0,0,0,0,24,3,22,0,1,2,1314,0,1,78.0,0.0,0,0,1290,0,0,9317,5,6,2,1,176432,0,20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Gd,SBrkr,Gd,Typ,Gd,RFn,TA,Y,,
684,0,0,0,0,1,0,3,0,0,93,0,1355,136,0,60.0,0.0,115,582,684,0,0,6882,7,6,1,1,127000,0,70,RM,Lvl,Inside,IDOTRR,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,PConc,GasA,Y,,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,SBrkr,Gd,Typ,,,,Y,,
1074,0,0,0,0,1,0,2,74,0,21,2,1088,0,0,70.0,0.0,137,0,1074,0,0,3696,5,8,1,1,170000,0,120,RL,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,
672,0,0,0,0,0,672,3,0,0,73,1,1324,0,0,50.0,0.0,0,567,0,0,0,6000,6,4,1,1,128000,0,50,RM,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,BrkTil,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,SBrkr,TA,Typ,,Unf,TA,Y,,
1271,0,0,0,0,0,704,3,0,0,31,2,1601,0,1,82.0,206.0,0,0,567,0,0,11880,5,7,2,1,157000,0,20,RL,Lvl,Inside,NWAmes,RRAn,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,,COD,Abnorml,IR1,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,SBrkr,TA,Typ,TA,RFn,TA,Y,,
290,0,0,0,0,0,290,1,0,0,89,1,438,0,0,60.0,0.0,0,0,0,0,0,8400,5,2,1,1,60000,0,30,RL,Bnk,Inside,SWISU,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,,CBlock,GasA,N,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,Fa,No,Rec,Unf,TA,FuseF,Fa,Typ,,Unf,TA,N,,
950,0,0,287,0,0,412,3,0,0,36,1,950,0,0,61.0,0.0,0,0,251,0,0,9758,5,5,1,1,119500,0,20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,CompShg,HdBoard,MetalSd,,CBlock,GasA,Y,Detchd,,WD,Normal,IR1,Gtl,TA,TA,TA,TA,No,BLQ,LwQ,TA,SBrkr,TA,Typ,,Unf,TA,Y,,
1010,0,0,0,0,0,588,2,16,0,47,1,1134,0,0,70.0,45.0,0,0,422,0,0,7000,7,5,1,1,135000,0,20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Attchd,,WD,Family,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,SBrkr,TA,Typ,,RFn,TA,Y,,MnWw
655,0,0,0,0,0,655,3,0,1,47,2,1194,0,1,79.0,0.0,192,0,0,0,0,8910,6,6,1,1,159500,0,20,RL,Lvl,Corner,NAmes,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,,CBlock,GasA,Y,BuiltIn,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,Mn,ALQ,Unf,Ex,SBrkr,TA,Typ,Fa,Fin,TA,Y,,
630,0,0,0,0,1,0,3,0,0,37,2,1302,0,0,24.0,304.0,0,672,630,0,0,2016,5,5,2,1,106000,0,160,RM,Lvl,Inside,BrDale,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,SBrkr,TA,Typ,,Unf,TA,Y,,
1463,0,0,0,0,1,1032,3,32,0,16,2,2622,186,2,98.0,362.0,0,1122,431,1,0,12256,5,8,2,1,325000,0,60,RL,Lvl,Corner,NoRidge,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Ex,TA,Av,GLQ,Unf,Ex,SBrkr,Gd,Typ,TA,RFn,TA,Y,,
910,0,0,0,0,0,738,3,244,0,17,2,1442,0,1,114.0,0.0,0,0,172,1,0,10357,5,7,2,1,179900,0,20,RL,Lvl,Corner,SawyerW,Feedr,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Gd,SBrkr,Gd,Typ,TA,Fin,TA,Y,,
868,0,0,0,0,1,0,3,100,0,0,2,2021,0,1,168.0,0.0,0,1134,868,0,0,23257,5,7,2,1,274725,0,60,RL,HLS,CulDSac,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,BuiltIn,,New,Partial,IR3,Gtl,Gd,TA,Ex,Gd,No,Unf,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,Y,,
924,0,0,0,0,1,0,3,48,0,7,2,1690,100,1,70.0,0.0,0,742,924,0,0,8063,5,6,2,1,181000,0,60,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,WD,Abnorml,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,TA,Typ,TA,RFn,TA,Y,,
1836,0,0,0,0,0,1039,3,185,0,5,3,1836,125,1,107.0,42.0,0,0,797,1,0,11362,5,8,2,1,280000,0,20,RL,Lvl,Inside,NridgHt,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Ex,TA,Mn,GLQ,Unf,Ex,SBrkr,Gd,Typ,Gd,Fin,TA,Y,,
